Country.Region,day,value
China,1.22.20,1
China,1.23.20,3
China,1.24.20,3
China,1.25.20,4
China,1.26.20,5
China,1.27.20,7
China,1.28.20,9
China,1.29.20,9
China,1.30.20,12
China,1.31.20,29
China,2.1.20,29
China,2.2.20,38
China,2.3.20,46
China,2.4.20,58
China,2.5.20,64
China,2.6.20,71
China,2.7.20,81
China,2.8.20,89
China,2.9.20,99
China,2.10.20,109
China,2.11.20,127
China,2.12.20,133
China,2.13.20,135
China,2.14.20,140
China,2.15.20,143
China,2.16.20,144
China,2.17.20,146
China,2.18.20,146
China,2.19.20,146
China,2.20.20,146
China,2.21.20,146
China,2.22.20,146
China,2.23.20,146
China,2.24.20,146
China,2.25.20,146
China,2.26.20,146
China,2.27.20,146
China,2.28.20,146
China,2.29.20,146
China,3.1.20,146
China,3.2.20,146
China,3.3.20,146
China,3.4.20,146
China,3.5.20,146
China,3.6.20,146
China,3.7.20,146
China,3.8.20,146
China,3.9.20,146
China,3.10.20,146
China,3.11.20,146
China,3.12.20,146
China,3.13.20,146
China,1.22.20,4
China,1.23.20,4
China,1.24.20,8
China,1.25.20,10
China,1.26.20,14
China,1.27.20,23
China,1.28.20,24
China,1.29.20,27
China,1.30.20,31
China,1.31.20,32
China,2.1.20,41
China,2.2.20,48
China,2.3.20,60
China,2.4.20,67
China,2.5.20,69
China,2.6.20,79
China,2.7.20,81
China,2.8.20,88
China,2.9.20,91
China,2.10.20,95
China,2.11.20,106
China,2.12.20,112
China,2.13.20,119
China,2.14.20,120
China,2.15.20,122
China,2.16.20,124
China,2.17.20,125
China,2.18.20,128
China,2.19.20,130
China,2.20.20,131
China,2.21.20,132
China,2.22.20,135
China,2.23.20,135
China,2.24.20,135
China,2.25.20,135
China,2.26.20,135
China,2.27.20,136
China,2.28.20,136
China,2.29.20,136
China,3.1.20,136
China,3.2.20,136
China,3.3.20,136
China,3.4.20,136
China,3.5.20,136
China,3.6.20,136
China,3.7.20,136
China,3.8.20,136
China,3.9.20,136
China,3.10.20,136
China,3.11.20,136
China,3.12.20,136
China,3.13.20,136
China,1.22.20,1
China,1.23.20,1
China,1.24.20,1
China,1.25.20,6
China,1.26.20,9
China,1.27.20,13
China,1.28.20,27
China,1.29.20,27
China,1.30.20,35
China,1.31.20,39
China,2.1.20,47
China,2.2.20,66
China,2.3.20,74
China,2.4.20,81
China,2.5.20,81
China,2.6.20,96
China,2.7.20,104
China,2.8.20,115
China,2.9.20,119
China,2.10.20,119
China,2.11.20,124
China,2.12.20,126
China,2.13.20,126
China,2.14.20,127
China,2.15.20,128
China,2.16.20,129
China,2.17.20,130
China,2.18.20,131
China,2.19.20,131
China,2.20.20,132
China,2.21.20,132
China,2.22.20,132
China,2.23.20,132
China,2.24.20,133
China,2.25.20,133
China,2.26.20,133
China,2.27.20,133
China,2.28.20,133
China,2.29.20,133
China,3.1.20,133
China,3.2.20,133
China,3.3.20,133
China,3.4.20,133
China,3.5.20,133
China,3.6.20,133
China,3.7.20,133
China,3.8.20,133
China,3.9.20,133
China,3.10.20,133
China,3.11.20,133
China,3.12.20,133
China,3.13.20,133
China,1.22.20,0
China,1.23.20,2
China,1.24.20,2
China,1.25.20,4
China,1.26.20,7
China,1.27.20,14
China,1.28.20,19
China,1.29.20,24
China,1.30.20,26
China,1.31.20,29
China,2.1.20,40
China,2.2.20,51
China,2.3.20,55
China,2.4.20,57
China,2.5.20,62
China,2.6.20,62
China,2.7.20,67
China,2.8.20,79
China,2.9.20,83
China,2.10.20,83
China,2.11.20,86
China,2.12.20,87
China,2.13.20,90
China,2.14.20,90
China,2.15.20,90
China,2.16.20,90
China,2.17.20,91
China,2.18.20,91
China,2.19.20,91
China,2.20.20,91
China,2.21.20,91
China,2.22.20,91
China,2.23.20,91
China,2.24.20,91
China,2.25.20,91
China,2.26.20,91
China,2.27.20,91
China,2.28.20,91
China,2.29.20,91
China,3.1.20,91
China,3.2.20,91
China,3.3.20,91
China,3.4.20,91
China,3.5.20,102
China,3.6.20,119
China,3.7.20,120
China,3.8.20,124
China,3.9.20,124
China,3.10.20,125
China,3.11.20,127
China,3.12.20,127
China,3.13.20,127
China,1.22.20,0
China,1.23.20,2
China,1.24.20,2
China,1.25.20,5
China,1.26.20,8
China,1.27.20,8
China,1.28.20,8
China,1.29.20,10
China,1.30.20,10
China,1.31.20,12
China,2.1.20,13
China,2.2.20,15
China,2.3.20,15
China,2.4.20,17
China,2.5.20,21
China,2.6.20,24
China,2.7.20,25
China,2.8.20,26
China,2.9.20,29
China,2.10.20,38
China,2.11.20,49
China,2.12.20,50
China,2.13.20,53
China,2.14.20,56
China,2.15.20,56
China,2.16.20,57
China,2.17.20,60
China,2.18.20,62
China,2.19.20,63
China,2.20.20,68
China,2.21.20,68
China,2.22.20,69
China,2.23.20,74
China,2.24.20,79
China,2.25.20,84
China,2.26.20,91
China,2.27.20,92
China,2.28.20,94
China,2.29.20,95
China,3.1.20,96
China,3.2.20,100
China,3.3.20,100
China,3.4.20,105
China,3.5.20,105
China,3.6.20,107
China,3.7.20,108
China,3.8.20,114
China,3.9.20,115
China,3.10.20,120
China,3.11.20,126
China,3.12.20,129
China,3.13.20,134
China,1.22.20,2
China,1.23.20,3
China,1.24.20,4
China,1.25.20,17
China,1.26.20,21
China,1.27.20,27
China,1.28.20,34
China,1.29.20,39
China,1.30.20,41
China,1.31.20,48
China,2.1.20,64
China,2.2.20,70
China,2.3.20,74
China,2.4.20,81
China,2.5.20,89
China,2.6.20,94
China,2.7.20,99
China,2.8.20,105
China,2.9.20,107
China,2.10.20,108
China,2.11.20,111
China,2.12.20,116
China,2.13.20,117
China,2.14.20,119
China,2.15.20,119
China,2.16.20,121
China,2.17.20,121
China,2.18.20,121
China,2.19.20,121
China,2.20.20,121
China,2.21.20,121
China,2.22.20,121
China,2.23.20,121
China,2.24.20,121
China,2.25.20,121
China,2.26.20,121
China,2.27.20,121
China,2.28.20,121
China,2.29.20,121
China,3.1.20,122
China,3.2.20,122
China,3.3.20,125
China,3.4.20,125
China,3.5.20,125
China,3.6.20,125
China,3.7.20,125
China,3.8.20,125
China,3.9.20,125
China,3.10.20,125
China,3.11.20,125
China,3.12.20,125
China,3.13.20,125
China,1.22.20,0
China,1.23.20,1
China,1.24.20,3
China,1.25.20,4
China,1.26.20,4
China,1.27.20,6
China,1.28.20,8
China,1.29.20,9
China,1.30.20,14
China,1.31.20,14
China,2.1.20,17
China,2.2.20,23
China,2.3.20,31
China,2.4.20,42
China,2.5.20,54
China,2.6.20,59
China,2.7.20,65
China,2.8.20,69
China,2.9.20,78
China,2.10.20,80
China,2.11.20,81
China,2.12.20,83
China,2.13.20,84
China,2.14.20,86
China,2.15.20,88
China,2.16.20,89
China,2.17.20,89
China,2.18.20,89
China,2.19.20,90
China,2.20.20,91
China,2.21.20,91
China,2.22.20,91
China,2.23.20,91
China,2.24.20,93
China,2.25.20,93
China,2.26.20,93
China,2.27.20,93
China,2.28.20,93
China,2.29.20,93
China,3.1.20,93
China,3.2.20,93
China,3.3.20,93
China,3.4.20,93
China,3.5.20,93
China,3.6.20,93
China,3.7.20,93
China,3.8.20,93
China,3.9.20,93
China,3.10.20,93
China,3.11.20,93
China,3.12.20,93
China,3.13.20,93
Czechia,1.22.20,0
Czechia,1.23.20,0
Czechia,1.24.20,0
Czechia,1.25.20,0
Czechia,1.26.20,0
Czechia,1.27.20,0
Czechia,1.28.20,0
Czechia,1.29.20,0
Czechia,1.30.20,0
Czechia,1.31.20,0
Czechia,2.1.20,0
Czechia,2.2.20,0
Czechia,2.3.20,0
Czechia,2.4.20,0
Czechia,2.5.20,0
Czechia,2.6.20,0
Czechia,2.7.20,0
Czechia,2.8.20,0
Czechia,2.9.20,0
Czechia,2.10.20,0
Czechia,2.11.20,0
Czechia,2.12.20,0
Czechia,2.13.20,0
Czechia,2.14.20,0
Czechia,2.15.20,0
Czechia,2.16.20,0
Czechia,2.17.20,0
Czechia,2.18.20,0
Czechia,2.19.20,0
Czechia,2.20.20,0
Czechia,2.21.20,0
Czechia,2.22.20,0
Czechia,2.23.20,0
Czechia,2.24.20,0
Czechia,2.25.20,0
Czechia,2.26.20,0
Czechia,2.27.20,0
Czechia,2.28.20,0
Czechia,2.29.20,0
Czechia,3.1.20,3
Czechia,3.2.20,3
Czechia,3.3.20,5
Czechia,3.4.20,8
Czechia,3.5.20,12
Czechia,3.6.20,18
Czechia,3.7.20,19
Czechia,3.8.20,31
Czechia,3.9.20,31
Czechia,3.10.20,41
Czechia,3.11.20,91
Czechia,3.12.20,94
Czechia,3.13.20,141
China,1.22.20,0
China,1.23.20,2
China,1.24.20,2
China,1.25.20,3
China,1.26.20,4
China,1.27.20,5
China,1.28.20,10
China,1.29.20,13
China,1.30.20,14
China,1.31.20,17
China,2.1.20,18
China,2.2.20,21
China,2.3.20,24
China,2.4.20,29
China,2.5.20,32
China,2.6.20,36
China,2.7.20,39
China,2.8.20,42
China,2.9.20,45
China,2.10.20,49
China,2.11.20,55
China,2.12.20,59
China,2.13.20,63
China,2.14.20,65
China,2.15.20,70
China,2.16.20,71
China,2.17.20,75
China,2.18.20,76
China,2.19.20,76
China,2.20.20,76
China,2.21.20,76
China,2.22.20,76
China,2.23.20,76
China,2.24.20,76
China,2.25.20,76
China,2.26.20,76
China,2.27.20,76
China,2.28.20,76
China,2.29.20,76
China,3.1.20,76
China,3.2.20,76
China,3.3.20,76
China,3.4.20,76
China,3.5.20,76
China,3.6.20,76
China,3.7.20,76
China,3.8.20,76
China,3.9.20,76
China,3.10.20,76
China,3.11.20,76
China,3.12.20,76
China,3.13.20,76
China,1.22.20,0
China,1.23.20,0
China,1.24.20,1
China,1.25.20,7
China,1.26.20,7
China,1.27.20,11
China,1.28.20,15
China,1.29.20,16
China,1.30.20,19
China,1.31.20,20
China,2.1.20,23
China,2.2.20,27
China,2.3.20,34
China,2.4.20,35
China,2.5.20,42
China,2.6.20,46
China,2.7.20,50
China,2.8.20,52
China,2.9.20,54
China,2.10.20,58
China,2.11.20,58
China,2.12.20,60
China,2.13.20,61
China,2.14.20,65
China,2.15.20,68
China,2.16.20,70
China,2.17.20,72
China,2.18.20,73
China,2.19.20,75
China,2.20.20,75
China,2.21.20,75
China,2.22.20,75
China,2.23.20,75
China,2.24.20,75
China,2.25.20,75
China,2.26.20,75
China,2.27.20,75
China,2.28.20,75
China,2.29.20,75
China,3.1.20,75
China,3.2.20,75
China,3.3.20,75
China,3.4.20,75
China,3.5.20,75
China,3.6.20,75
China,3.7.20,75
China,3.8.20,75
China,3.9.20,75
China,3.10.20,75
China,3.11.20,75
China,3.12.20,75
China,3.13.20,75
China,1.22.20,1
China,1.23.20,1
China,1.24.20,2
China,1.25.20,3
China,1.26.20,4
China,1.27.20,7
China,1.28.20,11
China,1.29.20,12
China,1.30.20,17
China,1.31.20,21
China,2.1.20,26
China,2.2.20,28
China,2.3.20,31
China,2.4.20,34
China,2.5.20,34
China,2.6.20,40
China,2.7.20,43
China,2.8.20,45
China,2.9.20,45
China,2.10.20,49
China,2.11.20,53
China,2.12.20,58
China,2.13.20,64
China,2.14.20,67
China,2.15.20,70
China,2.16.20,70
China,2.17.20,70
China,2.18.20,70
China,2.19.20,71
China,2.20.20,71
China,2.21.20,71
China,2.22.20,71
China,2.23.20,71
China,2.24.20,71
China,2.25.20,71
China,2.26.20,71
China,2.27.20,72
China,2.28.20,72
China,2.29.20,73
China,3.1.20,73
China,3.2.20,74
China,3.3.20,74
China,3.4.20,75
China,3.5.20,75
China,3.6.20,75
China,3.7.20,75
China,3.8.20,75
China,3.9.20,75
China,3.10.20,75
China,3.11.20,75
China,3.12.20,75
China,3.13.20,75
Taiwan*,1.22.20,1
Taiwan*,1.23.20,1
Taiwan*,1.24.20,3
Taiwan*,1.25.20,3
Taiwan*,1.26.20,4
Taiwan*,1.27.20,5
Taiwan*,1.28.20,8
Taiwan*,1.29.20,8
Taiwan*,1.30.20,9
Taiwan*,1.31.20,10
Taiwan*,2.1.20,10
Taiwan*,2.2.20,10
Taiwan*,2.3.20,10
Taiwan*,2.4.20,11
Taiwan*,2.5.20,11
Taiwan*,2.6.20,16
Taiwan*,2.7.20,16
Taiwan*,2.8.20,17
Taiwan*,2.9.20,18
Taiwan*,2.10.20,18
Taiwan*,2.11.20,18
Taiwan*,2.12.20,18
Taiwan*,2.13.20,18
Taiwan*,2.14.20,18
Taiwan*,2.15.20,18
Taiwan*,2.16.20,20
Taiwan*,2.17.20,22
Taiwan*,2.18.20,22
Taiwan*,2.19.20,23
Taiwan*,2.20.20,24
Taiwan*,2.21.20,26
Taiwan*,2.22.20,26
Taiwan*,2.23.20,28
Taiwan*,2.24.20,30
Taiwan*,2.25.20,31
Taiwan*,2.26.20,32
Taiwan*,2.27.20,32
Taiwan*,2.28.20,34
Taiwan*,2.29.20,39
Taiwan*,3.1.20,40
Taiwan*,3.2.20,41
Taiwan*,3.3.20,42
Taiwan*,3.4.20,42
Taiwan*,3.5.20,44
Taiwan*,3.6.20,45
Taiwan*,3.7.20,45
Taiwan*,3.8.20,45
Taiwan*,3.9.20,45
Taiwan*,3.10.20,47
Taiwan*,3.11.20,48
Taiwan*,3.12.20,49
Taiwan*,3.13.20,50
Vietnam,1.22.20,0
Vietnam,1.23.20,2
Vietnam,1.24.20,2
Vietnam,1.25.20,2
Vietnam,1.26.20,2
Vietnam,1.27.20,2
Vietnam,1.28.20,2
Vietnam,1.29.20,2
Vietnam,1.30.20,2
Vietnam,1.31.20,2
Vietnam,2.1.20,6
Vietnam,2.2.20,6
Vietnam,2.3.20,8
Vietnam,2.4.20,8
Vietnam,2.5.20,8
Vietnam,2.6.20,10
Vietnam,2.7.20,10
Vietnam,2.8.20,13
Vietnam,2.9.20,13
Vietnam,2.10.20,14
Vietnam,2.11.20,15
Vietnam,2.12.20,15
Vietnam,2.13.20,16
Vietnam,2.14.20,16
Vietnam,2.15.20,16
Vietnam,2.16.20,16
Vietnam,2.17.20,16
Vietnam,2.18.20,16
Vietnam,2.19.20,16
Vietnam,2.20.20,16
Vietnam,2.21.20,16
Vietnam,2.22.20,16
Vietnam,2.23.20,16
Vietnam,2.24.20,16
Vietnam,2.25.20,16
Vietnam,2.26.20,16
Vietnam,2.27.20,16
Vietnam,2.28.20,16
Vietnam,2.29.20,16
Vietnam,3.1.20,16
Vietnam,3.2.20,16
Vietnam,3.3.20,16
Vietnam,3.4.20,16
Vietnam,3.5.20,16
Vietnam,3.6.20,16
Vietnam,3.7.20,18
Vietnam,3.8.20,30
Vietnam,3.9.20,30
Vietnam,3.10.20,31
Vietnam,3.11.20,38
Vietnam,3.12.20,39
Vietnam,3.13.20,47
Russia,1.22.20,0
Russia,1.23.20,0
Russia,1.24.20,0
Russia,1.25.20,0
Russia,1.26.20,0
Russia,1.27.20,0
Russia,1.28.20,0
Russia,1.29.20,0
Russia,1.30.20,0
Russia,1.31.20,2
Russia,2.1.20,2
Russia,2.2.20,2
Russia,2.3.20,2
Russia,2.4.20,2
Russia,2.5.20,2
Russia,2.6.20,2
Russia,2.7.20,2
Russia,2.8.20,2
Russia,2.9.20,2
Russia,2.10.20,2
Russia,2.11.20,2
Russia,2.12.20,2
Russia,2.13.20,2
Russia,2.14.20,2
Russia,2.15.20,2
Russia,2.16.20,2
Russia,2.17.20,2
Russia,2.18.20,2
Russia,2.19.20,2
Russia,2.20.20,2
Russia,2.21.20,2
Russia,2.22.20,2
Russia,2.23.20,2
Russia,2.24.20,2
Russia,2.25.20,2
Russia,2.26.20,2
Russia,2.27.20,2
Russia,2.28.20,2
Russia,2.29.20,2
Russia,3.1.20,2
Russia,3.2.20,3
Russia,3.3.20,3
Russia,3.4.20,3
Russia,3.5.20,4
Russia,3.6.20,13
Russia,3.7.20,13
Russia,3.8.20,17
Russia,3.9.20,17
Russia,3.10.20,20
Russia,3.11.20,20
Russia,3.12.20,28
Russia,3.13.20,45
China,1.22.20,0
China,1.23.20,0
China,1.24.20,0
China,1.25.20,1
China,1.26.20,1
China,1.27.20,6
China,1.28.20,6
China,1.29.20,6
China,1.30.20,8
China,1.31.20,8
China,2.1.20,9
China,2.2.20,11
China,2.3.20,13
China,2.4.20,15
China,2.5.20,17
China,2.6.20,18
China,2.7.20,18
China,2.8.20,18
China,2.9.20,18
China,2.10.20,18
China,2.11.20,18
China,2.12.20,18
China,2.13.20,18
China,2.14.20,18
China,2.15.20,18
China,2.16.20,18
China,2.17.20,18
China,2.18.20,18
China,2.19.20,18
China,2.20.20,18
China,2.21.20,18
China,2.22.20,18
China,2.23.20,18
China,2.24.20,18
China,2.25.20,18
China,2.26.20,18
China,2.27.20,18
China,2.28.20,18
China,2.29.20,18
China,3.1.20,18
China,3.2.20,18
China,3.3.20,18
China,3.4.20,18
China,3.5.20,18
China,3.6.20,18
China,3.7.20,18
China,3.8.20,18
China,3.9.20,18
China,3.10.20,18
China,3.11.20,18
China,3.12.20,18
China,3.13.20,18
China,1.22.20,1
China,1.23.20,2
China,1.24.20,2
China,1.25.20,2
China,1.26.20,5
China,1.27.20,6
China,1.28.20,7
China,1.29.20,7
China,1.30.20,7
China,1.31.20,7
China,2.1.20,7
China,2.2.20,8
China,2.3.20,8
China,2.4.20,10
China,2.5.20,10
China,2.6.20,10
China,2.7.20,10
China,2.8.20,10
China,2.9.20,10
China,2.10.20,10
China,2.11.20,10
China,2.12.20,10
China,2.13.20,10
China,2.14.20,10
China,2.15.20,10
China,2.16.20,10
China,2.17.20,10
China,2.18.20,10
China,2.19.20,10
China,2.20.20,10
China,2.21.20,10
China,2.22.20,10
China,2.23.20,10
China,2.24.20,10
China,2.25.20,10
China,2.26.20,10
China,2.27.20,10
China,2.28.20,10
China,2.29.20,10
China,3.1.20,10
China,3.2.20,10
China,3.3.20,10
China,3.4.20,10
China,3.5.20,10
China,3.6.20,10
China,3.7.20,10
China,3.8.20,10
China,3.9.20,10
China,3.10.20,10
China,3.11.20,10
China,3.12.20,10
China,3.13.20,10
Moldova,1.22.20,0
Moldova,1.23.20,0
Moldova,1.24.20,0
Moldova,1.25.20,0
Moldova,1.26.20,0
Moldova,1.27.20,0
Moldova,1.28.20,0
Moldova,1.29.20,0
Moldova,1.30.20,0
Moldova,1.31.20,0
Moldova,2.1.20,0
Moldova,2.2.20,0
Moldova,2.3.20,0
Moldova,2.4.20,0
Moldova,2.5.20,0
Moldova,2.6.20,0
Moldova,2.7.20,0
Moldova,2.8.20,0
Moldova,2.9.20,0
Moldova,2.10.20,0
Moldova,2.11.20,0
Moldova,2.12.20,0
Moldova,2.13.20,0
Moldova,2.14.20,0
Moldova,2.15.20,0
Moldova,2.16.20,0
Moldova,2.17.20,0
Moldova,2.18.20,0
Moldova,2.19.20,0
Moldova,2.20.20,0
Moldova,2.21.20,0
Moldova,2.22.20,0
Moldova,2.23.20,0
Moldova,2.24.20,0
Moldova,2.25.20,0
Moldova,2.26.20,0
Moldova,2.27.20,0
Moldova,2.28.20,0
Moldova,2.29.20,0
Moldova,3.1.20,0
Moldova,3.2.20,0
Moldova,3.3.20,0
Moldova,3.4.20,0
Moldova,3.5.20,0
Moldova,3.6.20,0
Moldova,3.7.20,0
Moldova,3.8.20,1
Moldova,3.9.20,1
Moldova,3.10.20,3
Moldova,3.11.20,3
Moldova,3.12.20,3
Moldova,3.13.20,6
Bolivia,1.22.20,0
Bolivia,1.23.20,0
Bolivia,1.24.20,0
Bolivia,1.25.20,0
Bolivia,1.26.20,0
Bolivia,1.27.20,0
Bolivia,1.28.20,0
Bolivia,1.29.20,0
Bolivia,1.30.20,0
Bolivia,1.31.20,0
Bolivia,2.1.20,0
Bolivia,2.2.20,0
Bolivia,2.3.20,0
Bolivia,2.4.20,0
Bolivia,2.5.20,0
Bolivia,2.6.20,0
Bolivia,2.7.20,0
Bolivia,2.8.20,0
Bolivia,2.9.20,0
Bolivia,2.10.20,0
Bolivia,2.11.20,0
Bolivia,2.12.20,0
Bolivia,2.13.20,0
Bolivia,2.14.20,0
Bolivia,2.15.20,0
Bolivia,2.16.20,0
Bolivia,2.17.20,0
Bolivia,2.18.20,0
Bolivia,2.19.20,0
Bolivia,2.20.20,0
Bolivia,2.21.20,0
Bolivia,2.22.20,0
Bolivia,2.23.20,0
Bolivia,2.24.20,0
Bolivia,2.25.20,0
Bolivia,2.26.20,0
Bolivia,2.27.20,0
Bolivia,2.28.20,0
Bolivia,2.29.20,0
Bolivia,3.1.20,0
Bolivia,3.2.20,0
Bolivia,3.3.20,0
Bolivia,3.4.20,0
Bolivia,3.5.20,0
Bolivia,3.6.20,0
Bolivia,3.7.20,0
Bolivia,3.8.20,0
Bolivia,3.9.20,0
Bolivia,3.10.20,0
Bolivia,3.11.20,2
Bolivia,3.12.20,2
Bolivia,3.13.20,3
Denmark,1.22.20,0
Denmark,1.23.20,0
Denmark,1.24.20,0
Denmark,1.25.20,0
Denmark,1.26.20,0
Denmark,1.27.20,0
Denmark,1.28.20,0
Denmark,1.29.20,0
Denmark,1.30.20,0
Denmark,1.31.20,0
Denmark,2.1.20,0
Denmark,2.2.20,0
Denmark,2.3.20,0
Denmark,2.4.20,0
Denmark,2.5.20,0
Denmark,2.6.20,0
Denmark,2.7.20,0
Denmark,2.8.20,0
Denmark,2.9.20,0
Denmark,2.10.20,0
Denmark,2.11.20,0
Denmark,2.12.20,0
Denmark,2.13.20,0
Denmark,2.14.20,0
Denmark,2.15.20,0
Denmark,2.16.20,0
Denmark,2.17.20,0
Denmark,2.18.20,0
Denmark,2.19.20,0
Denmark,2.20.20,0
Denmark,2.21.20,0
Denmark,2.22.20,0
Denmark,2.23.20,0
Denmark,2.24.20,0
Denmark,2.25.20,0
Denmark,2.26.20,0
Denmark,2.27.20,0
Denmark,2.28.20,0
Denmark,2.29.20,0
Denmark,3.1.20,0
Denmark,3.2.20,0
Denmark,3.3.20,0
Denmark,3.4.20,1
Denmark,3.5.20,1
Denmark,3.6.20,1
Denmark,3.7.20,1
Denmark,3.8.20,2
Denmark,3.9.20,2
Denmark,3.10.20,2
Denmark,3.11.20,2
Denmark,3.12.20,2
Denmark,3.13.20,3
France,1.22.20,0
France,1.23.20,0
France,1.24.20,0
France,1.25.20,0
France,1.26.20,0
France,1.27.20,0
France,1.28.20,0
France,1.29.20,0
France,1.30.20,0
France,1.31.20,0
France,2.1.20,0
France,2.2.20,0
France,2.3.20,0
France,2.4.20,0
France,2.5.20,0
France,2.6.20,0
France,2.7.20,0
France,2.8.20,0
France,2.9.20,0
France,2.10.20,0
France,2.11.20,0
France,2.12.20,0
France,2.13.20,0
France,2.14.20,0
France,2.15.20,0
France,2.16.20,0
France,2.17.20,0
France,2.18.20,0
France,2.19.20,0
France,2.20.20,0
France,2.21.20,0
France,2.22.20,0
France,2.23.20,0
France,2.24.20,0
France,2.25.20,0
France,2.26.20,0
France,2.27.20,0
France,2.28.20,0
France,2.29.20,0
France,3.1.20,0
France,3.2.20,0
France,3.3.20,0
France,3.4.20,0
France,3.5.20,0
France,3.6.20,0
France,3.7.20,0
France,3.8.20,0
France,3.9.20,2
France,3.10.20,2
France,3.11.20,2
France,3.12.20,2
France,3.13.20,2
Honduras,1.22.20,0
Honduras,1.23.20,0
Honduras,1.24.20,0
Honduras,1.25.20,0
Honduras,1.26.20,0
Honduras,1.27.20,0
Honduras,1.28.20,0
Honduras,1.29.20,0
Honduras,1.30.20,0
Honduras,1.31.20,0
Honduras,2.1.20,0
Honduras,2.2.20,0
Honduras,2.3.20,0
Honduras,2.4.20,0
Honduras,2.5.20,0
Honduras,2.6.20,0
Honduras,2.7.20,0
Honduras,2.8.20,0
Honduras,2.9.20,0
Honduras,2.10.20,0
Honduras,2.11.20,0
Honduras,2.12.20,0
Honduras,2.13.20,0
Honduras,2.14.20,0
Honduras,2.15.20,0
Honduras,2.16.20,0
Honduras,2.17.20,0
Honduras,2.18.20,0
Honduras,2.19.20,0
Honduras,2.20.20,0
Honduras,2.21.20,0
Honduras,2.22.20,0
Honduras,2.23.20,0
Honduras,2.24.20,0
Honduras,2.25.20,0
Honduras,2.26.20,0
Honduras,2.27.20,0
Honduras,2.28.20,0
Honduras,2.29.20,0
Honduras,3.1.20,0
Honduras,3.2.20,0
Honduras,3.3.20,0
Honduras,3.4.20,0
Honduras,3.5.20,0
Honduras,3.6.20,0
Honduras,3.7.20,0
Honduras,3.8.20,0
Honduras,3.9.20,0
Honduras,3.10.20,0
Honduras,3.11.20,2
Honduras,3.12.20,2
Honduras,3.13.20,2
United Kingdom,1.22.20,0
United Kingdom,1.23.20,0
United Kingdom,1.24.20,0
United Kingdom,1.25.20,0
United Kingdom,1.26.20,0
United Kingdom,1.27.20,0
United Kingdom,1.28.20,0
United Kingdom,1.29.20,0
United Kingdom,1.30.20,0
United Kingdom,1.31.20,0
United Kingdom,2.1.20,0
United Kingdom,2.2.20,0
United Kingdom,2.3.20,0
United Kingdom,2.4.20,0
United Kingdom,2.5.20,0
United Kingdom,2.6.20,0
United Kingdom,2.7.20,0
United Kingdom,2.8.20,0
United Kingdom,2.9.20,0
United Kingdom,2.10.20,0
United Kingdom,2.11.20,0
United Kingdom,2.12.20,0
United Kingdom,2.13.20,0
United Kingdom,2.14.20,0
United Kingdom,2.15.20,0
United Kingdom,2.16.20,0
United Kingdom,2.17.20,0
United Kingdom,2.18.20,0
United Kingdom,2.19.20,0
United Kingdom,2.20.20,0
United Kingdom,2.21.20,0
United Kingdom,2.22.20,0
United Kingdom,2.23.20,0
United Kingdom,2.24.20,0
United Kingdom,2.25.20,0
United Kingdom,2.26.20,0
United Kingdom,2.27.20,0
United Kingdom,2.28.20,0
United Kingdom,2.29.20,0
United Kingdom,3.1.20,0
United Kingdom,3.2.20,0
United Kingdom,3.3.20,0
United Kingdom,3.4.20,0
United Kingdom,3.5.20,0
United Kingdom,3.6.20,0
United Kingdom,3.7.20,0
United Kingdom,3.8.20,0
United Kingdom,3.9.20,0
United Kingdom,3.10.20,1
United Kingdom,3.11.20,2
United Kingdom,3.12.20,2
United Kingdom,3.13.20,2
Canada,1.22.20,0
Canada,1.23.20,0
Canada,1.24.20,0
Canada,1.25.20,0
Canada,1.26.20,0
Canada,1.27.20,0
Canada,1.28.20,0
Canada,1.29.20,0
Canada,1.30.20,0
Canada,1.31.20,0
Canada,2.1.20,0
Canada,2.2.20,0
Canada,2.3.20,0
Canada,2.4.20,0
Canada,2.5.20,0
Canada,2.6.20,0
Canada,2.7.20,0
Canada,2.8.20,0
Canada,2.9.20,0
Canada,2.10.20,0
Canada,2.11.20,0
Canada,2.12.20,0
Canada,2.13.20,0
Canada,2.14.20,0
Canada,2.15.20,0
Canada,2.16.20,0
Canada,2.17.20,0
Canada,2.18.20,0
Canada,2.19.20,0
Canada,2.20.20,0
Canada,2.21.20,0
Canada,2.22.20,0
Canada,2.23.20,0
Canada,2.24.20,0
Canada,2.25.20,0
Canada,2.26.20,0
Canada,2.27.20,0
Canada,2.28.20,0
Canada,2.29.20,0
Canada,3.1.20,0
Canada,3.2.20,0
Canada,3.3.20,0
Canada,3.4.20,0
Canada,3.5.20,0
Canada,3.6.20,0
Canada,3.7.20,0
Canada,3.8.20,0
Canada,3.9.20,0
Canada,3.10.20,0
Canada,3.11.20,1
Canada,3.12.20,1
Canada,3.13.20,1
China,1.22.20,0
China,1.23.20,0
China,1.24.20,0
China,1.25.20,0
China,1.26.20,0
China,1.27.20,0
China,1.28.20,0
China,1.29.20,0
China,1.30.20,1
China,1.31.20,1
China,2.1.20,1
China,2.2.20,1
China,2.3.20,1
China,2.4.20,1
China,2.5.20,1
China,2.6.20,1
China,2.7.20,1
China,2.8.20,1
China,2.9.20,1
China,2.10.20,1
China,2.11.20,1
China,2.12.20,1
China,2.13.20,1
China,2.14.20,1
China,2.15.20,1
China,2.16.20,1
