Country.Region,day,value
French Guiana,2.24.20,0
French Guiana,2.25.20,0
French Guiana,2.26.20,0
French Guiana,2.27.20,0
French Guiana,2.28.20,0
French Guiana,2.29.20,0
French Guiana,3.1.20,0
French Guiana,3.2.20,0
French Guiana,3.3.20,0
French Guiana,3.4.20,0
French Guiana,3.5.20,0
French Guiana,3.6.20,0
French Guiana,3.7.20,5
French Guiana,3.8.20,5
French Guiana,3.9.20,5
French Guiana,3.10.20,5
French Guiana,3.11.20,5
French Guiana,3.12.20,5
French Guiana,3.13.20,5
Malta,1.22.20,0
Malta,1.23.20,0
Malta,1.24.20,0
Malta,1.25.20,0
Malta,1.26.20,0
Malta,1.27.20,0
Malta,1.28.20,0
Malta,1.29.20,0
Malta,1.30.20,0
Malta,1.31.20,0
Malta,2.1.20,0
Malta,2.2.20,0
Malta,2.3.20,0
Malta,2.4.20,0
Malta,2.5.20,0
Malta,2.6.20,0
Malta,2.7.20,0
Malta,2.8.20,0
Malta,2.9.20,0
Malta,2.10.20,0
Malta,2.11.20,0
Malta,2.12.20,0
Malta,2.13.20,0
Malta,2.14.20,0
Malta,2.15.20,0
Malta,2.16.20,0
Malta,2.17.20,0
Malta,2.18.20,0
Malta,2.19.20,0
Malta,2.20.20,0
Malta,2.21.20,0
Malta,2.22.20,0
Malta,2.23.20,0
Malta,2.24.20,0
Malta,2.25.20,0
Malta,2.26.20,0
Malta,2.27.20,0
Malta,2.28.20,0
Malta,2.29.20,0
Malta,3.1.20,0
Malta,3.2.20,0
Malta,3.3.20,0
Malta,3.4.20,0
Malta,3.5.20,0
Malta,3.6.20,0
Malta,3.7.20,3
Malta,3.8.20,3
Malta,3.9.20,3
Malta,3.10.20,5
Malta,3.11.20,6
Malta,3.12.20,6
Malta,3.13.20,12
Martinique,1.22.20,0
Martinique,1.23.20,0
Martinique,1.24.20,0
Martinique,1.25.20,0
Martinique,1.26.20,0
Martinique,1.27.20,0
Martinique,1.28.20,0
Martinique,1.29.20,0
Martinique,1.30.20,0
Martinique,1.31.20,0
Martinique,2.1.20,0
Martinique,2.2.20,0
Martinique,2.3.20,0
Martinique,2.4.20,0
Martinique,2.5.20,0
Martinique,2.6.20,0
Martinique,2.7.20,0
Martinique,2.8.20,0
Martinique,2.9.20,0
Martinique,2.10.20,0
Martinique,2.11.20,0
Martinique,2.12.20,0
Martinique,2.13.20,0
Martinique,2.14.20,0
Martinique,2.15.20,0
Martinique,2.16.20,0
Martinique,2.17.20,0
Martinique,2.18.20,0
Martinique,2.19.20,0
Martinique,2.20.20,0
Martinique,2.21.20,0
Martinique,2.22.20,0
Martinique,2.23.20,0
Martinique,2.24.20,0
Martinique,2.25.20,0
Martinique,2.26.20,0
Martinique,2.27.20,0
Martinique,2.28.20,0
Martinique,2.29.20,0
Martinique,3.1.20,0
Martinique,3.2.20,0
Martinique,3.3.20,0
Martinique,3.4.20,0
Martinique,3.5.20,0
Martinique,3.6.20,0
Martinique,3.7.20,2
Martinique,3.8.20,2
Martinique,3.9.20,2
Martinique,3.10.20,2
Martinique,3.11.20,3
Martinique,3.12.20,3
Martinique,3.13.20,3
Bulgaria,1.22.20,0
Bulgaria,1.23.20,0
Bulgaria,1.24.20,0
Bulgaria,1.25.20,0
Bulgaria,1.26.20,0
Bulgaria,1.27.20,0
Bulgaria,1.28.20,0
Bulgaria,1.29.20,0
Bulgaria,1.30.20,0
Bulgaria,1.31.20,0
Bulgaria,2.1.20,0
Bulgaria,2.2.20,0
Bulgaria,2.3.20,0
Bulgaria,2.4.20,0
Bulgaria,2.5.20,0
Bulgaria,2.6.20,0
Bulgaria,2.7.20,0
Bulgaria,2.8.20,0
Bulgaria,2.9.20,0
Bulgaria,2.10.20,0
Bulgaria,2.11.20,0
Bulgaria,2.12.20,0
Bulgaria,2.13.20,0
Bulgaria,2.14.20,0
Bulgaria,2.15.20,0
Bulgaria,2.16.20,0
Bulgaria,2.17.20,0
Bulgaria,2.18.20,0
Bulgaria,2.19.20,0
Bulgaria,2.20.20,0
Bulgaria,2.21.20,0
Bulgaria,2.22.20,0
Bulgaria,2.23.20,0
Bulgaria,2.24.20,0
Bulgaria,2.25.20,0
Bulgaria,2.26.20,0
Bulgaria,2.27.20,0
Bulgaria,2.28.20,0
Bulgaria,2.29.20,0
Bulgaria,3.1.20,0
Bulgaria,3.2.20,0
Bulgaria,3.3.20,0
Bulgaria,3.4.20,0
Bulgaria,3.5.20,0
Bulgaria,3.6.20,0
Bulgaria,3.7.20,0
Bulgaria,3.8.20,4
Bulgaria,3.9.20,4
Bulgaria,3.10.20,4
Bulgaria,3.11.20,7
Bulgaria,3.12.20,7
Bulgaria,3.13.20,23
Maldives,1.22.20,0
Maldives,1.23.20,0
Maldives,1.24.20,0
Maldives,1.25.20,0
Maldives,1.26.20,0
Maldives,1.27.20,0
Maldives,1.28.20,0
Maldives,1.29.20,0
Maldives,1.30.20,0
Maldives,1.31.20,0
Maldives,2.1.20,0
Maldives,2.2.20,0
Maldives,2.3.20,0
Maldives,2.4.20,0
Maldives,2.5.20,0
Maldives,2.6.20,0
Maldives,2.7.20,0
Maldives,2.8.20,0
Maldives,2.9.20,0
Maldives,2.10.20,0
Maldives,2.11.20,0
Maldives,2.12.20,0
Maldives,2.13.20,0
Maldives,2.14.20,0
Maldives,2.15.20,0
Maldives,2.16.20,0
Maldives,2.17.20,0
Maldives,2.18.20,0
Maldives,2.19.20,0
Maldives,2.20.20,0
Maldives,2.21.20,0
Maldives,2.22.20,0
Maldives,2.23.20,0
Maldives,2.24.20,0
Maldives,2.25.20,0
Maldives,2.26.20,0
Maldives,2.27.20,0
Maldives,2.28.20,0
Maldives,2.29.20,0
Maldives,3.1.20,0
Maldives,3.2.20,0
Maldives,3.3.20,0
Maldives,3.4.20,0
Maldives,3.5.20,0
Maldives,3.6.20,0
Maldives,3.7.20,0
Maldives,3.8.20,4
Maldives,3.9.20,4
Maldives,3.10.20,6
Maldives,3.11.20,8
Maldives,3.12.20,8
Maldives,3.13.20,9
Bangladesh,1.22.20,0
Bangladesh,1.23.20,0
Bangladesh,1.24.20,0
Bangladesh,1.25.20,0
Bangladesh,1.26.20,0
Bangladesh,1.27.20,0
Bangladesh,1.28.20,0
Bangladesh,1.29.20,0
Bangladesh,1.30.20,0
Bangladesh,1.31.20,0
Bangladesh,2.1.20,0
Bangladesh,2.2.20,0
Bangladesh,2.3.20,0
Bangladesh,2.4.20,0
Bangladesh,2.5.20,0
Bangladesh,2.6.20,0
Bangladesh,2.7.20,0
Bangladesh,2.8.20,0
Bangladesh,2.9.20,0
Bangladesh,2.10.20,0
Bangladesh,2.11.20,0
Bangladesh,2.12.20,0
Bangladesh,2.13.20,0
Bangladesh,2.14.20,0
Bangladesh,2.15.20,0
Bangladesh,2.16.20,0
Bangladesh,2.17.20,0
Bangladesh,2.18.20,0
Bangladesh,2.19.20,0
Bangladesh,2.20.20,0
Bangladesh,2.21.20,0
Bangladesh,2.22.20,0
Bangladesh,2.23.20,0
Bangladesh,2.24.20,0
Bangladesh,2.25.20,0
Bangladesh,2.26.20,0
Bangladesh,2.27.20,0
Bangladesh,2.28.20,0
Bangladesh,2.29.20,0
Bangladesh,3.1.20,0
Bangladesh,3.2.20,0
Bangladesh,3.3.20,0
Bangladesh,3.4.20,0
Bangladesh,3.5.20,0
Bangladesh,3.6.20,0
Bangladesh,3.7.20,0
Bangladesh,3.8.20,3
Bangladesh,3.9.20,3
Bangladesh,3.10.20,3
Bangladesh,3.11.20,3
Bangladesh,3.12.20,3
Bangladesh,3.13.20,3
Paraguay,1.22.20,0
Paraguay,1.23.20,0
Paraguay,1.24.20,0
Paraguay,1.25.20,0
Paraguay,1.26.20,0
Paraguay,1.27.20,0
Paraguay,1.28.20,0
Paraguay,1.29.20,0
Paraguay,1.30.20,0
Paraguay,1.31.20,0
Paraguay,2.1.20,0
Paraguay,2.2.20,0
Paraguay,2.3.20,0
Paraguay,2.4.20,0
Paraguay,2.5.20,0
Paraguay,2.6.20,0
Paraguay,2.7.20,0
Paraguay,2.8.20,0
Paraguay,2.9.20,0
Paraguay,2.10.20,0
Paraguay,2.11.20,0
Paraguay,2.12.20,0
Paraguay,2.13.20,0
Paraguay,2.14.20,0
Paraguay,2.15.20,0
Paraguay,2.16.20,0
Paraguay,2.17.20,0
Paraguay,2.18.20,0
Paraguay,2.19.20,0
Paraguay,2.20.20,0
Paraguay,2.21.20,0
Paraguay,2.22.20,0
Paraguay,2.23.20,0
Paraguay,2.24.20,0
Paraguay,2.25.20,0
Paraguay,2.26.20,0
Paraguay,2.27.20,0
Paraguay,2.28.20,0
Paraguay,2.29.20,0
Paraguay,3.1.20,0
Paraguay,3.2.20,0
Paraguay,3.3.20,0
Paraguay,3.4.20,0
Paraguay,3.5.20,0
Paraguay,3.6.20,0
Paraguay,3.7.20,0
Paraguay,3.8.20,1
Paraguay,3.9.20,1
Paraguay,3.10.20,1
Paraguay,3.11.20,5
Paraguay,3.12.20,5
Paraguay,3.13.20,6
Canada,1.22.20,0
Canada,1.23.20,0
Canada,1.24.20,0
Canada,1.25.20,0
Canada,1.26.20,1
Canada,1.27.20,1
Canada,1.28.20,1
Canada,1.29.20,1
Canada,1.30.20,1
Canada,1.31.20,3
Canada,2.1.20,3
Canada,2.2.20,3
Canada,2.3.20,3
Canada,2.4.20,3
Canada,2.5.20,3
Canada,2.6.20,3
Canada,2.7.20,3
Canada,2.8.20,3
Canada,2.9.20,3
Canada,2.10.20,3
Canada,2.11.20,3
Canada,2.12.20,3
Canada,2.13.20,3
Canada,2.14.20,3
Canada,2.15.20,3
Canada,2.16.20,3
Canada,2.17.20,3
Canada,2.18.20,3
Canada,2.19.20,3
Canada,2.20.20,3
Canada,2.21.20,3
Canada,2.22.20,3
Canada,2.23.20,3
Canada,2.24.20,4
Canada,2.25.20,4
Canada,2.26.20,4
Canada,2.27.20,6
Canada,2.28.20,6
Canada,2.29.20,11
Canada,3.1.20,15
Canada,3.2.20,18
Canada,3.3.20,20
Canada,3.4.20,20
Canada,3.5.20,22
Canada,3.6.20,25
Canada,3.7.20,28
Canada,3.8.20,29
Canada,3.9.20,34
Canada,3.10.20,36
Canada,3.11.20,41
Canada,3.12.20,42
Canada,3.13.20,74
Canada,1.22.20,0
Canada,1.23.20,0
Canada,1.24.20,0
Canada,1.25.20,0
Canada,1.26.20,0
Canada,1.27.20,0
Canada,1.28.20,0
Canada,1.29.20,0
Canada,1.30.20,0
Canada,1.31.20,0
Canada,2.1.20,0
Canada,2.2.20,0
Canada,2.3.20,0
Canada,2.4.20,0
Canada,2.5.20,0
Canada,2.6.20,0
Canada,2.7.20,0
Canada,2.8.20,0
Canada,2.9.20,0
Canada,2.10.20,0
Canada,2.11.20,0
Canada,2.12.20,0
Canada,2.13.20,0
Canada,2.14.20,0
Canada,2.15.20,0
Canada,2.16.20,0
Canada,2.17.20,0
Canada,2.18.20,0
Canada,2.19.20,0
Canada,2.20.20,0
Canada,2.21.20,0
Canada,2.22.20,0
Canada,2.23.20,0
Canada,2.24.20,0
Canada,2.25.20,0
Canada,2.26.20,0
Canada,2.27.20,0
Canada,2.28.20,0
Canada,2.29.20,0
Canada,3.1.20,0
Canada,3.2.20,0
Canada,3.3.20,0
Canada,3.4.20,0
Canada,3.5.20,0
Canada,3.6.20,1
Canada,3.7.20,2
Canada,3.8.20,4
Canada,3.9.20,7
Canada,3.10.20,7
Canada,3.11.20,19
Canada,3.12.20,19
Canada,3.13.20,29
Canada,1.22.20,0
Canada,1.23.20,0
Canada,1.24.20,0
Canada,1.25.20,0
Canada,1.26.20,0
Canada,1.27.20,0
Canada,1.28.20,0
Canada,1.29.20,0
Canada,1.30.20,0
Canada,1.31.20,0
Canada,2.1.20,0
Canada,2.2.20,0
Canada,2.3.20,0
Canada,2.4.20,0
Canada,2.5.20,0
Canada,2.6.20,0
Canada,2.7.20,0
Canada,2.8.20,0
Canada,2.9.20,0
Canada,2.10.20,0
Canada,2.11.20,0
Canada,2.12.20,0
Canada,2.13.20,0
Canada,2.14.20,0
Canada,2.15.20,0
Canada,2.16.20,0
Canada,2.17.20,0
Canada,2.18.20,0
Canada,2.19.20,0
Canada,2.20.20,0
Canada,2.21.20,0
Canada,2.22.20,0
Canada,2.23.20,0
Canada,2.24.20,0
Canada,2.25.20,0
Canada,2.26.20,0
Canada,2.27.20,0
Canada,2.28.20,1
Canada,2.29.20,1
Canada,3.1.20,1
Canada,3.2.20,1
Canada,3.3.20,1
Canada,3.4.20,1
Canada,3.5.20,2
Canada,3.6.20,2
Canada,3.7.20,3
Canada,3.8.20,4
Canada,3.9.20,4
Canada,3.10.20,4
Canada,3.11.20,8
Canada,3.12.20,9
Canada,3.13.20,17
Albania,1.22.20,0
Albania,1.23.20,0
Albania,1.24.20,0
Albania,1.25.20,0
Albania,1.26.20,0
Albania,1.27.20,0
Albania,1.28.20,0
Albania,1.29.20,0
Albania,1.30.20,0
Albania,1.31.20,0
Albania,2.1.20,0
Albania,2.2.20,0
Albania,2.3.20,0
Albania,2.4.20,0
Albania,2.5.20,0
Albania,2.6.20,0
Albania,2.7.20,0
Albania,2.8.20,0
Albania,2.9.20,0
Albania,2.10.20,0
Albania,2.11.20,0
Albania,2.12.20,0
Albania,2.13.20,0
Albania,2.14.20,0
Albania,2.15.20,0
Albania,2.16.20,0
Albania,2.17.20,0
Albania,2.18.20,0
Albania,2.19.20,0
Albania,2.20.20,0
Albania,2.21.20,0
Albania,2.22.20,0
Albania,2.23.20,0
Albania,2.24.20,0
Albania,2.25.20,0
Albania,2.26.20,0
Albania,2.27.20,0
Albania,2.28.20,0
Albania,2.29.20,0
Albania,3.1.20,0
Albania,3.2.20,0
Albania,3.3.20,0
Albania,3.4.20,0
Albania,3.5.20,0
Albania,3.6.20,0
Albania,3.7.20,0
Albania,3.8.20,0
Albania,3.9.20,2
Albania,3.10.20,10
Albania,3.11.20,12
Albania,3.12.20,23
Albania,3.13.20,33
Cyprus,1.22.20,0
Cyprus,1.23.20,0
Cyprus,1.24.20,0
Cyprus,1.25.20,0
Cyprus,1.26.20,0
Cyprus,1.27.20,0
Cyprus,1.28.20,0
Cyprus,1.29.20,0
Cyprus,1.30.20,0
Cyprus,1.31.20,0
Cyprus,2.1.20,0
Cyprus,2.2.20,0
Cyprus,2.3.20,0
Cyprus,2.4.20,0
Cyprus,2.5.20,0
Cyprus,2.6.20,0
Cyprus,2.7.20,0
Cyprus,2.8.20,0
Cyprus,2.9.20,0
Cyprus,2.10.20,0
Cyprus,2.11.20,0
Cyprus,2.12.20,0
Cyprus,2.13.20,0
Cyprus,2.14.20,0
Cyprus,2.15.20,0
Cyprus,2.16.20,0
Cyprus,2.17.20,0
Cyprus,2.18.20,0
Cyprus,2.19.20,0
Cyprus,2.20.20,0
Cyprus,2.21.20,0
Cyprus,2.22.20,0
Cyprus,2.23.20,0
Cyprus,2.24.20,0
Cyprus,2.25.20,0
Cyprus,2.26.20,0
Cyprus,2.27.20,0
Cyprus,2.28.20,0
Cyprus,2.29.20,0
Cyprus,3.1.20,0
Cyprus,3.2.20,0
Cyprus,3.3.20,0
Cyprus,3.4.20,0
Cyprus,3.5.20,0
Cyprus,3.6.20,0
Cyprus,3.7.20,0
Cyprus,3.8.20,0
Cyprus,3.9.20,2
Cyprus,3.10.20,3
Cyprus,3.11.20,6
Cyprus,3.12.20,6
Cyprus,3.13.20,14
Brunei,1.22.20,0
Brunei,1.23.20,0
Brunei,1.24.20,0
Brunei,1.25.20,0
Brunei,1.26.20,0
Brunei,1.27.20,0
Brunei,1.28.20,0
Brunei,1.29.20,0
Brunei,1.30.20,0
Brunei,1.31.20,0
Brunei,2.1.20,0
Brunei,2.2.20,0
Brunei,2.3.20,0
Brunei,2.4.20,0
Brunei,2.5.20,0
Brunei,2.6.20,0
Brunei,2.7.20,0
Brunei,2.8.20,0
Brunei,2.9.20,0
Brunei,2.10.20,0
Brunei,2.11.20,0
Brunei,2.12.20,0
Brunei,2.13.20,0
Brunei,2.14.20,0
Brunei,2.15.20,0
Brunei,2.16.20,0
Brunei,2.17.20,0
Brunei,2.18.20,0
Brunei,2.19.20,0
Brunei,2.20.20,0
Brunei,2.21.20,0
Brunei,2.22.20,0
Brunei,2.23.20,0
Brunei,2.24.20,0
Brunei,2.25.20,0
Brunei,2.26.20,0
Brunei,2.27.20,0
Brunei,2.28.20,0
Brunei,2.29.20,0
Brunei,3.1.20,0
Brunei,3.2.20,0
Brunei,3.3.20,0
Brunei,3.4.20,0
Brunei,3.5.20,0
Brunei,3.6.20,0
Brunei,3.7.20,0
Brunei,3.8.20,0
Brunei,3.9.20,1
Brunei,3.10.20,1
Brunei,3.11.20,11
Brunei,3.12.20,11
Brunei,3.13.20,37
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
US,2.27.20,0
US,2.28.20,0
US,2.29.20,0
US,3.1.20,0
US,3.2.20,0
US,3.3.20,0
US,3.4.20,0
US,3.5.20,0
US,3.6.20,0
US,3.7.20,0
US,3.8.20,0
US,3.9.20,0
US,3.10.20,267
US,3.11.20,366
US,3.12.20,442
US,3.13.20,568
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
US,2.27.20,0
US,2.28.20,0
US,2.29.20,0
US,3.1.20,0
US,3.2.20,0
US,3.3.20,0
US,3.4.20,0
US,3.5.20,0
US,3.6.20,0
US,3.7.20,0
US,3.8.20,0
US,3.9.20,0
US,3.10.20,173
US,3.11.20,220
US,3.12.20,328
US,3.13.20,421
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
US,2.27.20,0
US,2.28.20,0
US,2.29.20,0
US,3.1.20,0
US,3.2.20,0
US,3.3.20,0
US,3.4.20,0
US,3.5.20,0
US,3.6.20,0
US,3.7.20,0
US,3.8.20,0
US,3.9.20,0
US,3.10.20,144
US,3.11.20,177
US,3.12.20,221
US,3.13.20,282
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
US,2.27.20,0
US,2.28.20,0
US,2.29.20,0
US,3.1.20,0
US,3.2.20,0
US,3.3.20,0
US,3.4.20,0
US,3.5.20,0
US,3.6.20,0
US,3.7.20,0
US,3.8.20,0
US,3.9.20,0
US,3.10.20,92
US,3.11.20,95
US,3.12.20,108
US,3.13.20,123
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,36
US,2.25.20,36
US,2.26.20,42
US,2.27.20,42
US,2.28.20,44
US,2.29.20,44
US,3.1.20,44
US,3.2.20,45
US,3.3.20,45
US,3.4.20,45
US,3.5.20,45
US,3.6.20,45
US,3.7.20,45
US,3.8.20,45
US,3.9.20,45
US,3.10.20,46
US,3.11.20,46
US,3.12.20,46
US,3.13.20,46
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
US,2.27.20,0
US,2.28.20,0
US,2.29.20,0
US,3.1.20,0
US,3.2.20,0
US,3.3.20,0
US,3.4.20,0
US,3.5.20,0
US,3.6.20,0
US,3.7.20,21
US,3.8.20,21
US,3.9.20,21
US,3.10.20,21
US,3.11.20,21
US,3.12.20,21
US,3.13.20,21
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
US,2.27.20,0
US,2.28.20,0
US,2.29.20,0
US,3.1.20,0
US,3.2.20,0
US,3.3.20,0
US,3.4.20,0
US,3.5.20,0
US,3.6.20,0
US,3.7.20,0
US,3.8.20,0
US,3.9.20,0
US,3.10.20,17
US,3.11.20,23
US,3.12.20,31
US,3.13.20,42
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
US,2.27.20,0
US,2.28.20,0
US,2.29.20,0
US,3.1.20,0
US,3.2.20,0
US,3.3.20,0
US,3.4.20,0
US,3.5.20,0
US,3.6.20,0
US,3.7.20,0
US,3.8.20,0
US,3.9.20,0
US,3.10.20,15
US,3.11.20,34
US,3.12.20,45
US,3.13.20,49
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
US,2.27.20,0
US,2.28.20,0
US,2.29.20,0
US,3.1.20,0
US,3.2.20,0
US,3.3.20,0
US,3.4.20,0
US,3.5.20,0
US,3.6.20,0
US,3.7.20,0
US,3.8.20,0
US,3.9.20,0
US,3.10.20,15
US,3.11.20,28
US,3.12.20,35
US,3.13.20,50
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
US,2.27.20,0
US,2.28.20,0
US,2.29.20,0
US,3.1.20,0
US,3.2.20,0
US,3.3.20,0
US,3.4.20,0
US,3.5.20,0
US,3.6.20,0
US,3.7.20,0
US,3.8.20,0
US,3.9.20,0
US,3.10.20,15
US,3.11.20,23
US,3.12.20,29
US,3.13.20,29
US,1.22.20,0
US,1.23.20,0
US,1.24.20,0
US,1.25.20,0
US,1.26.20,0
US,1.27.20,0
US,1.28.20,0
US,1.29.20,0
US,1.30.20,0
US,1.31.20,0
US,2.1.20,0
US,2.2.20,0
US,2.3.20,0
US,2.4.20,0
US,2.5.20,0
US,2.6.20,0
US,2.7.20,0
US,2.8.20,0
US,2.9.20,0
US,2.10.20,0
US,2.11.20,0
US,2.12.20,0
US,2.13.20,0
US,2.14.20,0
US,2.15.20,0
US,2.16.20,0
US,2.17.20,0
US,2.18.20,0
US,2.19.20,0
US,2.20.20,0
US,2.21.20,0
US,2.22.20,0
US,2.23.20,0
US,2.24.20,0
US,2.25.20,0
US,2.26.20,0
